Submission Date,Your Name,The Name of Your Organization,Your Job Title,Please select the option/s that apply to you,z_code_relation_type,z_code_raw,z_code_label,z_code,Count Specializations,Count Interferences,NORMALIZED COUNT SPECIALTIES,NORMALIZED COUNT INTERFERENCES,Z_Group
10/16/2025,Kye Robinson,Our Sisters' House,Deputy Director,"Administrator
Direct Service Provider",specialize,Sibling rivalry (Z62.891),Sibling rivalry,Z62.891,1,0,0.5,0.0,62
10/16/2025,Kye Robinson,Our Sisters' House,Deputy Director,"Administrator
Direct Service Provider",specialize,Problems in relationship with spouse or partner (Z63.0),Problems in relationship with spouse or partner,Z63.0,2,0,1.0,0.0,63
10/16/2025,Kye Robinson,Our Sisters' House,Deputy Director,"Administrator
Direct Service Provider",specialize,Disruption of family by separation and divorce (Z63.5),Disruption of family by separation and divorce,Z63.5,2,0,1.0,0.0,63
10/16/2025,Kye Robinson,Our Sisters' House,Deputy Director,"Administrator
Direct Service Provider",specialize,Dependent relative needing care at home (Z63.6),Dependent relative needing care at home,Z63.6,1,0,0.5,0.0,63
10/16/2025,Kye Robinson,Our Sisters' House,Deputy Director,"Administrator
Direct Service Provider",specialize,Alcoholism and drug addiction in family (Z63.72),Alcoholism and drug addiction in family,Z63.72,1,0,0.5,0.0,63
10/16/2025,Kye Robinson,Our Sisters' House,Deputy Director,"Administrator
Direct Service Provider",specialize,Discord with counselors (Z64.4),Discord with counselors,Z64.4,1,0,0.5,0.0,64
10/16/2025,Kye Robinson,Our Sisters' House,Deputy Director,"Administrator
Direct Service Provider",specialize,Problems related to the release from prison (Z65.2),Problems related to the release from prison,Z65.2,1,1,0.5,0.5,65
10/16/2025,Kye Robinson,Our Sisters' House,Deputy Director,"Administrator
Direct Service Provider",specialize,Problems related to other legal circumstances (Z65.3),Problems related to other legal circumstances,Z65.3,1,1,0.5,0.5,65
10/16/2025,Kye Robinson,Our Sisters' House,Deputy Director,"Administrator
Direct Service Provider",specialize,Victim of crime and terrorism (Z65.4),Victim of crime and terrorism,Z65.4,2,0,1.0,0.0,65
10/16/2025,Kye Robinson,Our Sisters' House,Deputy Director,"Administrator
Direct Service Provider",interfere,Illiteracy and low-level literacy (Z55.0),Illiteracy and low-level literacy,Z55.0,0,1,0.0,0.5,55
10/16/2025,Kye Robinson,Our Sisters' House,Deputy Director,"Administrator
Direct Service Provider",interfere,Educational maladjustment and discord with teachers and classmates (Z55.4),Educational maladjustment and discord with teachers and classmates,Z55.4,1,1,0.5,0.5,55
10/16/2025,Kye Robinson,Our Sisters' House,Deputy Director,"Administrator
Direct Service Provider",interfere,"Unemployment, unspecified (Z56.0)","Unemployment, unspecified",Z56.0,1,1,0.5,0.5,56
10/16/2025,Kye Robinson,Our Sisters' House,Deputy Director,"Administrator
Direct Service Provider",interfere,Homelessness (Z59.0),Homelessness,Z59.0,2,1,1.0,0.5,59
10/16/2025,Kye Robinson,Our Sisters' House,Deputy Director,"Administrator
Direct Service Provider",interfere,Inadequate housing (Z59.1),Inadequate housing,Z59.1,1,1,0.5,0.5,59
10/16/2025,Kye Robinson,Our Sisters' House,Deputy Director,"Administrator
Direct Service Provider",interfere,Problems related to the release from prison (Z65.2),Problems related to the release from prison,Z65.2,1,1,0.5,0.5,65
10/16/2025,Kye Robinson,Our Sisters' House,Deputy Director,"Administrator
Direct Service Provider",interfere,Problems related to other legal circumstances (Z65.3),Problems related to other legal circumstances,Z65.3,1,1,0.5,0.5,65
10/16/2025,Kelli Robinson,Our Sisters' House,Executive Director,Administrator,specialize,Underachievement in school (Z55.3),Underachievement in school,Z55.3,2,0,1.0,0.0,55
10/16/2025,Kelli Robinson,Our Sisters' House,Executive Director,Administrator,specialize,Educational maladjustment and discord with teachers and classmates (Z55.4),Educational maladjustment and discord with teachers and classmates,Z55.4,1,1,0.5,0.5,55
10/16/2025,Kelli Robinson,Our Sisters' House,Executive Director,Administrator,specialize,Homelessness (Z59.0),Homelessness,Z59.0,2,1,1.0,0.5,59
10/16/2025,Kelli Robinson,Our Sisters' House,Executive Director,Administrator,specialize,Extreme poverty (Z59.5),Extreme poverty,Z59.5,1,0,0.5,0.0,59
10/16/2025,Kelli Robinson,Our Sisters' House,Executive Director,Administrator,specialize,Low income (Z59.6),Low income,Z59.6,2,0,1.0,0.0,59
10/16/2025,Kelli Robinson,Our Sisters' House,Executive Director,Administrator,specialize,Unavailability and inaccessibility of other helping agencies (Z75.4),Unavailability and inaccessibility of other helping agencies,Z75.4,1,0,0.5,0.0,75
10/16/2025,Kelli Robinson,Our Sisters' House,Executive Director,Administrator,specialize,Problems of adjustment to life-cycle transitions (Z60.0),Problems of adjustment to life-cycle transitions,Z60.0,1,0,0.5,0.0,60
10/16/2025,Kelli Robinson,Our Sisters' House,Executive Director,Administrator,specialize,Inadequate parental supervision and control (Z62.0),Inadequate parental supervision and control,Z62.0,1,0,0.5,0.0,62
10/16/2025,Kelli Robinson,Our Sisters' House,Executive Director,Administrator,specialize,Parental overprotection (Z62.1),Parental overprotection,Z62.1,2,0,1.0,0.0,62
10/16/2025,Kelli Robinson,Our Sisters' House,Executive Director,Administrator,specialize,Inappropriate or excessive parental pressure (Z62.6),Inappropriate or excessive parental pressure,Z62.6,1,0,0.5,0.0,62
10/16/2025,Kelli Robinson,Our Sisters' House,Executive Director,Administrator,specialize,Personal history of physical or sexual abuse in childhood (Z62.810),Personal history of physical or sexual abuse in childhood,Z62.810,2,0,1.0,0.0,62
10/16/2025,Kelli Robinson,Our Sisters' House,Executive Director,Administrator,specialize,Personal history of neglect in childhood (Z62.812),Personal history of neglect in childhood,Z62.812,2,0,1.0,0.0,62
10/16/2025,Kelli Robinson,Our Sisters' House,Executive Director,Administrator,specialize,Parent-child conflict (Z62.82),Parent-child conflict,Z62.82,2,0,1.0,0.0,62
10/16/2025,Kelli Robinson,Our Sisters' House,Executive Director,Administrator,specialize,Problems in relationship with spouse or partner (Z63.0),Problems in relationship with spouse or partner,Z63.0,2,0,1.0,0.0,63
10/16/2025,Kelli Robinson,Our Sisters' House,Executive Director,Administrator,specialize,Disruption of family by separation and divorce (Z63.5),Disruption of family by separation and divorce,Z63.5,2,0,1.0,0.0,63
10/16/2025,Kelli Robinson,Our Sisters' House,Executive Director,Administrator,specialize,Victim of crime and terrorism (Z65.4),Victim of crime and terrorism,Z65.4,2,0,1.0,0.0,65
10/10/2025,Jana Goyenechea,Scarlet Road,Director of Programs,Direct Service Provider,specialize,Inadequate housing (Z59.1),Inadequate housing,Z59.1,1,1,1.0,1.0,59
10/10/2025,Jana Goyenechea,Scarlet Road,Director of Programs,Direct Service Provider,specialize,Extreme poverty (Z59.5),Extreme poverty,Z59.5,1,1,1.0,1.0,59
10/10/2025,Jana Goyenechea,Scarlet Road,Director of Programs,Direct Service Provider,specialize,Imprisonment and other incarceration (Z65.1),Imprisonment and other incarceration,Z65.1,1,1,1.0,1.0,65
10/10/2025,Jana Goyenechea,Scarlet Road,Director of Programs,Direct Service Provider,specialize,Problems related to other legal circumstances (Z65.3),Problems related to other legal circumstances,Z65.3,1,1,1.0,1.0,65
10/10/2025,Jana Goyenechea,Scarlet Road,Director of Programs,Direct Service Provider,specialize,Victim of crime and terrorism (Z65.4),Victim of crime and terrorism,Z65.4,1,1,1.0,1.0,65
10/10/2025,Jana Goyenechea,Scarlet Road,Director of Programs,Direct Service Provider,interfere,Illiteracy and low-level literacy (Z55.0),Illiteracy and low-level literacy,Z55.0,0,1,0.0,1.0,55
10/10/2025,Jana Goyenechea,Scarlet Road,Director of Programs,Direct Service Provider,interfere,"Unemployment, unspecified (Z56.0)","Unemployment, unspecified",Z56.0,0,1,0.0,1.0,56
10/10/2025,Jana Goyenechea,Scarlet Road,Director of Programs,Direct Service Provider,interfere,Occupational exposure to other risk factors (Z57.8),Occupational exposure to other risk factors,Z57.8,0,1,0.0,1.0,57
10/10/2025,Jana Goyenechea,Scarlet Road,Director of Programs,Direct Service Provider,interfere,Homelessness (Z59.0),Homelessness,Z59.0,0,1,0.0,1.0,59
10/10/2025,Jana Goyenechea,Scarlet Road,Director of Programs,Direct Service Provider,interfere,Inadequate housing (Z59.1),Inadequate housing,Z59.1,1,1,1.0,1.0,59
10/10/2025,Jana Goyenechea,Scarlet Road,Director of Programs,Direct Service Provider,interfere,Lack of adequate food and safe drinking water (Z59.4),Lack of adequate food and safe drinking water,Z59.4,0,1,0.0,1.0,59
10/10/2025,Jana Goyenechea,Scarlet Road,Director of Programs,Direct Service Provider,interfere,Extreme poverty (Z59.5),Extreme poverty,Z59.5,1,1,1.0,1.0,59
10/10/2025,Jana Goyenechea,Scarlet Road,Director of Programs,Direct Service Provider,interfere,Low income (Z59.6),Low income,Z59.6,0,1,0.0,1.0,59
10/10/2025,Jana Goyenechea,Scarlet Road,Director of Programs,Direct Service Provider,interfere,Unavailability and inaccessibility of health care facilities (Z75.3),Unavailability and inaccessibility of health care facilities,Z75.3,0,1,0.0,1.0,75
10/10/2025,Jana Goyenechea,Scarlet Road,Director of Programs,Direct Service Provider,interfere,Unavailability and inaccessibility of other helping agencies (Z75.4),Unavailability and inaccessibility of other helping agencies,Z75.4,0,1,0.0,1.0,75
10/10/2025,Jana Goyenechea,Scarlet Road,Director of Programs,Direct Service Provider,interfere,Social exclusion and rejection (Z60.4),Social exclusion and rejection,Z60.4,0,1,0.0,1.0,60
10/10/2025,Jana Goyenechea,Scarlet Road,Director of Programs,Direct Service Provider,interfere,Inadequate parental supervision and control (Z62.0),Inadequate parental supervision and control,Z62.0,0,1,0.0,1.0,62
10/10/2025,Jana Goyenechea,Scarlet Road,Director of Programs,Direct Service Provider,interfere,Child in welfare custody (Z62.21),Child in welfare custody,Z62.21,0,1,0.0,1.0,62
10/10/2025,Jana Goyenechea,Scarlet Road,Director of Programs,Direct Service Provider,interfere,Institutional upbringing (Z62.22),Institutional upbringing,Z62.22,0,1,0.0,1.0,62
10/10/2025,Jana Goyenechea,Scarlet Road,Director of Programs,Direct Service Provider,interfere,Personal history of physical or sexual abuse in childhood (Z62.810),Personal history of physical or sexual abuse in childhood,Z62.810,0,1,0.0,1.0,62
10/10/2025,Jana Goyenechea,Scarlet Road,Director of Programs,Direct Service Provider,interfere,Personal history of psychological abuse in childhood (Z62.811),Personal history of psychological abuse in childhood,Z62.811,0,1,0.0,1.0,62
10/10/2025,Jana Goyenechea,Scarlet Road,Director of Programs,Direct Service Provider,interfere,Personal history of neglect in childhood (Z62.812),Personal history of neglect in childhood,Z62.812,0,1,0.0,1.0,62
10/10/2025,Jana Goyenechea,Scarlet Road,Director of Programs,Direct Service Provider,interfere,Personal history of unspecified abuse in childhood (Z62.819),Personal history of unspecified abuse in childhood,Z62.819,0,1,0.0,1.0,62
10/10/2025,Jana Goyenechea,Scarlet Road,Director of Programs,Direct Service Provider,interfere,Alcoholism and drug addiction in family (Z63.72),Alcoholism and drug addiction in family,Z63.72,0,1,0.0,1.0,63
10/10/2025,Jana Goyenechea,Scarlet Road,Director of Programs,Direct Service Provider,interfere,Conviction in civil and criminal proceedings without imprisonment (Z65.0),Conviction in civil and criminal proceedings without imprisonment,Z65.0,0,1,0.0,1.0,65
10/10/2025,Jana Goyenechea,Scarlet Road,Director of Programs,Direct Service Provider,interfere,Imprisonment and other incarceration (Z65.1),Imprisonment and other incarceration,Z65.1,1,1,1.0,1.0,65
10/10/2025,Jana Goyenechea,Scarlet Road,Director of Programs,Direct Service Provider,interfere,Problems related to other legal circumstances (Z65.3),Problems related to other legal circumstances,Z65.3,1,1,1.0,1.0,65
10/10/2025,Jana Goyenechea,Scarlet Road,Director of Programs,Direct Service Provider,interfere,Victim of crime and terrorism (Z65.4),Victim of crime and terrorism,Z65.4,1,1,1.0,1.0,65
10/10/2025,Jana Goyenechea,Scarlet Road,Director of Programs,Direct Service Provider,interfere,"Exposure to disaster, war and other hostilities (Z65.5)","Exposure to disaster, war and other hostilities",Z65.5,0,1,0.0,1.0,65
10/9/2025,Jaedin Axe,Mi Centro,Small Business Case Manager,Direct Service Provider,specialize,Illiteracy and low-level literacy (Z55.0),Illiteracy and low-level literacy,Z55.0,1,0,1.0,0.0,55
10/9/2025,Jaedin Axe,Mi Centro,Small Business Case Manager,Direct Service Provider,specialize,"Problems related to education and literacy, unspecified (Z55.9)","Problems related to education and literacy, unspecified",Z55.9,1,1,1.0,1.0,55
10/9/2025,Jaedin Axe,Mi Centro,Small Business Case Manager,Direct Service Provider,specialize,"Unemployment, unspecified (Z56.0)","Unemployment, unspecified",Z56.0,1,1,1.0,1.0,56
10/9/2025,Jaedin Axe,Mi Centro,Small Business Case Manager,Direct Service Provider,specialize,Low income (Z59.6),Low income,Z59.6,1,1,1.0,1.0,59
10/9/2025,Jaedin Axe,Mi Centro,Small Business Case Manager,Direct Service Provider,specialize,Social exclusion and rejection (Z60.4),Social exclusion and rejection,Z60.4,1,1,1.0,1.0,60
10/9/2025,Jaedin Axe,Mi Centro,Small Business Case Manager,Direct Service Provider,specialize,Disruption of family by separation and divorce (Z63.5),Disruption of family by separation and divorce,Z63.5,1,0,1.0,0.0,63
10/9/2025,Jaedin Axe,Mi Centro,Small Business Case Manager,Direct Service Provider,specialize,"Exposure to disaster, war and other hostilities (Z65.5)","Exposure to disaster, war and other hostilities",Z65.5,1,1,1.0,1.0,65
10/9/2025,Jaedin Axe,Mi Centro,Small Business Case Manager,Direct Service Provider,interfere,"Problems related to education and literacy, unspecified (Z55.9)","Problems related to education and literacy, unspecified",Z55.9,1,1,1.0,1.0,55
10/9/2025,Jaedin Axe,Mi Centro,Small Business Case Manager,Direct Service Provider,interfere,"Unemployment, unspecified (Z56.0)","Unemployment, unspecified",Z56.0,1,1,1.0,1.0,56
10/9/2025,Jaedin Axe,Mi Centro,Small Business Case Manager,Direct Service Provider,interfere,Change of job (Z56.1),Change of job,Z56.1,0,1,0.0,1.0,56
10/9/2025,Jaedin Axe,Mi Centro,Small Business Case Manager,Direct Service Provider,interfere,Threat of job loss (Z56.2),Threat of job loss,Z56.2,0,1,0.0,1.0,56
10/9/2025,Jaedin Axe,Mi Centro,Small Business Case Manager,Direct Service Provider,interfere,Uncongenial work environment (Z56.5),Uncongenial work environment,Z56.5,0,1,0.0,1.0,56
10/9/2025,Jaedin Axe,Mi Centro,Small Business Case Manager,Direct Service Provider,interfere,Homelessness (Z59.0),Homelessness,Z59.0,0,1,0.0,1.0,59
10/9/2025,Jaedin Axe,Mi Centro,Small Business Case Manager,Direct Service Provider,interfere,Inadequate housing (Z59.1),Inadequate housing,Z59.1,0,1,0.0,1.0,59
10/9/2025,Jaedin Axe,Mi Centro,Small Business Case Manager,Direct Service Provider,interfere,Lack of adequate food and safe drinking water (Z59.4),Lack of adequate food and safe drinking water,Z59.4,0,1,0.0,1.0,59
10/9/2025,Jaedin Axe,Mi Centro,Small Business Case Manager,Direct Service Provider,interfere,Low income (Z59.6),Low income,Z59.6,1,1,1.0,1.0,59
10/9/2025,Jaedin Axe,Mi Centro,Small Business Case Manager,Direct Service Provider,interfere,Insufficient social insurance and welfare support (Z59.7),Insufficient social insurance and welfare support,Z59.7,0,1,0.0,1.0,59
10/9/2025,Jaedin Axe,Mi Centro,Small Business Case Manager,Direct Service Provider,interfere,"Problems related to housing and economic circumstances, unspecified (Z59.9)","Problems related to housing and economic circumstances, unspecified",Z59.9,0,1,0.0,1.0,59
10/9/2025,Jaedin Axe,Mi Centro,Small Business Case Manager,Direct Service Provider,interfere,Unavailability and inaccessibility of health care facilities (Z75.3),Unavailability and inaccessibility of health care facilities,Z75.3,0,1,0.0,1.0,75
10/9/2025,Jaedin Axe,Mi Centro,Small Business Case Manager,Direct Service Provider,interfere,Unavailability and inaccessibility of other helping agencies (Z75.4),Unavailability and inaccessibility of other helping agencies,Z75.4,0,1,0.0,1.0,75
10/9/2025,Jaedin Axe,Mi Centro,Small Business Case Manager,Direct Service Provider,interfere,Acculturation difficulty (Z60.3),Acculturation difficulty,Z60.3,0,1,0.0,1.0,60
10/9/2025,Jaedin Axe,Mi Centro,Small Business Case Manager,Direct Service Provider,interfere,Social exclusion and rejection (Z60.4),Social exclusion and rejection,Z60.4,1,1,1.0,1.0,60
10/9/2025,Jaedin Axe,Mi Centro,Small Business Case Manager,Direct Service Provider,interfere,Upbringing away from parents (Z62.2),Upbringing away from parents,Z62.2,0,1,0.0,1.0,62
10/9/2025,Jaedin Axe,Mi Centro,Small Business Case Manager,Direct Service Provider,interfere,Absence of family member (Z63.3),Absence of family member,Z63.3,0,1,0.0,1.0,63
10/9/2025,Jaedin Axe,Mi Centro,Small Business Case Manager,Direct Service Provider,interfere,Disappearance and death of family member (Z63.4),Disappearance and death of family member,Z63.4,0,1,0.0,1.0,63
10/9/2025,Jaedin Axe,Mi Centro,Small Business Case Manager,Direct Service Provider,interfere,Victim of crime and terrorism (Z65.4),Victim of crime and terrorism,Z65.4,0,1,0.0,1.0,65
10/9/2025,Jaedin Axe,Mi Centro,Small Business Case Manager,Direct Service Provider,interfere,"Exposure to disaster, war and other hostilities (Z65.5)","Exposure to disaster, war and other hostilities",Z65.5,1,1,1.0,1.0,65
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",specialize,Homelessness (Z59.0),Homelessness,Z59.0,1,1,1.0,1.0,59
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",specialize,Inadequate housing (Z59.1),Inadequate housing,Z59.1,1,1,1.0,1.0,59
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",specialize,Lack of adequate food and safe drinking water (Z59.4),Lack of adequate food and safe drinking water,Z59.4,1,0,1.0,0.0,59
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",specialize,Extreme poverty (Z59.5),Extreme poverty,Z59.5,1,0,1.0,0.0,59
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",specialize,Low income (Z59.6),Low income,Z59.6,1,1,1.0,1.0,59
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",specialize,Insufficient social insurance and welfare support (Z59.7),Insufficient social insurance and welfare support,Z59.7,1,0,1.0,0.0,59
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",specialize,Problems of adjustment to life-cycle transitions (Z60.0),Problems of adjustment to life-cycle transitions,Z60.0,1,0,1.0,0.0,60
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",specialize,Inadequate parental supervision and control (Z62.0),Inadequate parental supervision and control,Z62.0,1,1,1.0,1.0,62
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",specialize,Parental overprotection (Z62.1),Parental overprotection,Z62.1,1,1,1.0,1.0,62
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",specialize,Child in welfare custody (Z62.21),Child in welfare custody,Z62.21,1,0,1.0,0.0,62
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",specialize,Inappropriate or excessive parental pressure (Z62.6),Inappropriate or excessive parental pressure,Z62.6,1,1,1.0,1.0,62
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",specialize,Personal history of physical or sexual abuse in childhood (Z62.810),Personal history of physical or sexual abuse in childhood,Z62.810,1,1,1.0,1.0,62
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",specialize,Personal history of psychological abuse in childhood (Z62.811),Personal history of psychological abuse in childhood,Z62.811,1,1,1.0,1.0,62
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",specialize,Personal history of neglect in childhood (Z62.812),Personal history of neglect in childhood,Z62.812,1,1,1.0,1.0,62
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",specialize,Personal history of unspecified abuse in childhood (Z62.819),Personal history of unspecified abuse in childhood,Z62.819,1,1,1.0,1.0,62
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",specialize,Parent-child conflict (Z62.82),Parent-child conflict,Z62.82,1,1,1.0,1.0,62
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",specialize,Absence of family member (Z63.3),Absence of family member,Z63.3,1,1,1.0,1.0,63
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",specialize,Disruption of family by separation and divorce (Z63.5),Disruption of family by separation and divorce,Z63.5,1,1,1.0,1.0,63
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",specialize,Alcoholism and drug addiction in family (Z63.72),Alcoholism and drug addiction in family,Z63.72,1,1,1.0,1.0,63
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",specialize,Problems related to unwanted pregnancy (Z64.0),Problems related to unwanted pregnancy,Z64.0,1,0,1.0,0.0,64
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",specialize,Conviction in civil and criminal proceedings without imprisonment (Z65.0),Conviction in civil and criminal proceedings without imprisonment,Z65.0,1,1,1.0,1.0,65
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",specialize,Imprisonment and other incarceration (Z65.1),Imprisonment and other incarceration,Z65.1,1,1,1.0,1.0,65
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",specialize,Problems related to the release from prison (Z65.2),Problems related to the release from prison,Z65.2,1,1,1.0,1.0,65
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",specialize,Problems related to other legal circumstances (Z65.3),Problems related to other legal circumstances,Z65.3,1,1,1.0,1.0,65
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",specialize,Victim of crime and terrorism (Z65.4),Victim of crime and terrorism,Z65.4,1,1,1.0,1.0,65
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",interfere,Homelessness (Z59.0),Homelessness,Z59.0,1,1,1.0,1.0,59
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",interfere,Inadequate housing (Z59.1),Inadequate housing,Z59.1,1,1,1.0,1.0,59
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",interfere,Low income (Z59.6),Low income,Z59.6,1,1,1.0,1.0,59
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",interfere,Inadequate parental supervision and control (Z62.0),Inadequate parental supervision and control,Z62.0,1,1,1.0,1.0,62
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",interfere,Parental overprotection (Z62.1),Parental overprotection,Z62.1,1,1,1.0,1.0,62
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",interfere,Hostility towards or scapegoating of a child (Z62.3),Hostility towards or scapegoating of a child,Z62.3,0,1,0.0,1.0,62
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",interfere,Inappropriate or excessive parental pressure (Z62.6),Inappropriate or excessive parental pressure,Z62.6,1,1,1.0,1.0,62
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",interfere,Personal history of physical or sexual abuse in childhood (Z62.810),Personal history of physical or sexual abuse in childhood,Z62.810,1,1,1.0,1.0,62
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",interfere,Personal history of psychological abuse in childhood (Z62.811),Personal history of psychological abuse in childhood,Z62.811,1,1,1.0,1.0,62
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",interfere,Personal history of neglect in childhood (Z62.812),Personal history of neglect in childhood,Z62.812,1,1,1.0,1.0,62
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",interfere,Personal history of unspecified abuse in childhood (Z62.819),Personal history of unspecified abuse in childhood,Z62.819,1,1,1.0,1.0,62
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",interfere,Parent-child conflict (Z62.82),Parent-child conflict,Z62.82,1,1,1.0,1.0,62
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",interfere,Problems in relationship with spouse or partner (Z63.0),Problems in relationship with spouse or partner,Z63.0,0,1,0.0,1.0,63
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",interfere,Absence of family member (Z63.3),Absence of family member,Z63.3,1,1,1.0,1.0,63
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",interfere,Disruption of family by separation and divorce (Z63.5),Disruption of family by separation and divorce,Z63.5,1,1,1.0,1.0,63
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",interfere,Alcoholism and drug addiction in family (Z63.72),Alcoholism and drug addiction in family,Z63.72,1,1,1.0,1.0,63
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",interfere,Conviction in civil and criminal proceedings without imprisonment (Z65.0),Conviction in civil and criminal proceedings without imprisonment,Z65.0,1,1,1.0,1.0,65
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",interfere,Imprisonment and other incarceration (Z65.1),Imprisonment and other incarceration,Z65.1,1,1,1.0,1.0,65
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",interfere,Problems related to the release from prison (Z65.2),Problems related to the release from prison,Z65.2,1,1,1.0,1.0,65
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",interfere,Problems related to other legal circumstances (Z65.3),Problems related to other legal circumstances,Z65.3,1,1,1.0,1.0,65
10/8/2025,Najma Mohamud,Crystal Judson Family Justice Center,Victims Services Supervisor,"Administrator
Direct Service Provider",interfere,Victim of crime and terrorism (Z65.4),Victim of crime and terrorism,Z65.4,1,1,1.0,1.0,65
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",specialize,"Unemployment, unspecified (Z56.0)","Unemployment, unspecified",Z56.0,1,1,1.0,1.0,56
10/7/2025,Aubree Malloy,Low income housing institute,Case manager,"Administrator
Direct Service Provider",specialize,Change of job (Z56.1),Change of job,Z56.1,1,1,1.0,1.0,56
